_id,name,city,state,zipCode,phone,rating,noOfPatients,serviceType,specialty,inNetwork,distance
D46123-018,Dr. Avery Yeaman,Winston Salem,North Carolina,27150,+1 336 333 7115,5,4,medical,Gastroenterologist,FALSE,3.2
D16477-811,Dr. Robbie Lampel,Henderson,Nevada,89074,+1 702 315 1350,3.3,48,medical,Obstetrician,FALSE,2.4
D55298-038,Dr. Jasun Beardshaw,Washington,District of Columbia,20310,+1 202 336 4897,3.6,32,medical,Occupational,FALSE,1.9
D52125-078,Dr. Renaldo O'Hengerty,Albuquerque,New Mexico,87201,+1 505 915 8384,3.8,46,medical,Surgeon,FALSE,1.9
D54799-533,Dr. Sib Hannabuss,Pittsburgh,Pennsylvania,15230,+1 412 626 9894,4.7,48,medical,Allergist,TRUE,3.1
D0573-0558,Dr. Ninon Spellicy,Oklahoma City,Oklahoma,73114,+1 405 893 1509,1.4,26,medical,Hematologist,TRUE,3.1
D36987-2593,Dr. Delbert MacHarg,Knoxville,Tennessee,37914,+1 865 163 0438,3.8,43,medical,Oncologist,FALSE,1
D55154-5888,Dr. Letisha Hassur,Monticello,Minnesota,55585,+1 763 698 6142,4.2,31,medical,Obstetrician,FALSE,1.2
D0378-2625,Dr. Emmet Clutterbuck,Dallas,Texas,75251,+1 214 794 8019,2.1,1,medical,Pulmonary,TRUE,2
D63629-4468,Dr. Datha Cours,Dallas,Texas,75210,+1 469 372 6317,3,28,medical,Medicine,TRUE,3.2
D66758-048,Dr. Barbi Gorton,Denver,Colorado,80299,+1 720 650 4709,2.4,32,medical,Urologist,TRUE,2.9
D66116-513,Dr. Grove Culleford,Davenport,Iowa,52804,+1 563 533 2136,3.2,5,medical,Allergist,FALSE,2.8
D25021-824,Dr. Selie Valentine,Denver,Colorado,80270,+1 303 105 5613,2,23,medical,Immunologist,FALSE,2.6
D49349-559,Dr. Abbot D'Aguanno,Phoenix,Arizona,85077,+1 602 950 6457,3.9,26,medical,Cardiologist,FALSE,2.3
D51079-154,Dr. Althea Luckings,Erie,Pennsylvania,16522,+1 814 480 4927,4.6,36,medical,Neurosurgeon,TRUE,2.3
D55651-050,Dr. Waldon Bellow,Seattle,Washington,98133,+1 425 969 9969,2.8,7,medical,Occupational,FALSE,2.2
D33992-0453,Dr. Chelsie Catton,Bloomington,Indiana,47405,+1 812 620 9490,3.9,3,medical,Allergist,TRUE,3.4
D16590-322,Dr. Corene Donnell,Lees Summit,Missouri,64082,+1 816 912 1671,2.8,48,medical,Neurosurgeon,FALSE,2.1
D37000-373,Dr. Maggee Saggs,Stockton,California,95210,+1 209 867 6639,3.1,34,medical,Nurse,FALSE,3.1
D57627-163,Dr. Leeanne Bonnyson,Olympia,Washington,98506,+1 360 617 7996,3.9,36,medical,Pathologist,FALSE,1.2
D48951-4011,Dr. Jocelin Lewsy,Chattanooga,Tennessee,37416,+1 423 566 7203,2.7,26,medical,Urologist,FALSE,3.3
D57240-2041,Dr. Aloysia Labrow,Philadelphia,Pennsylvania,19191,+1 215 845 9998,4.9,16,medical,Allergist,FALSE,2.6
D62638-001,Dr. Saidee Sims,Columbus,Ohio,43284,+1 614 341 1011,4.3,21,medical,Cardiologist,TRUE,3
D30142-218,Dr. Amalie Taysbil,Columbus,Ohio,43215,+1 614 574 9666,2,16,medical,Surgeon,FALSE,2.2
D57607-001,Dr. Rustie Udall,Utica,New York,13505,+1 315 233 6184,3,50,medical,Medicine,TRUE,1.7
D41250-160,Dr. Delainey Schettini,Wichita,Kansas,67230,+1 316 224 7547,1.4,46,medical,Dermatologist,FALSE,3.5
D37205-613,Dr. Chrisy Porrett,Colorado Springs,Colorado,80935,+1 719 594 4278,4.3,41,medical,Gastroenterologist,TRUE,2.8
D53389-035,Dr. Korrie Inseal,Columbus,Georgia,31998,+1 706 261 4331,1.2,24,medical,Neurosurgeon,TRUE,2.8
D20367-134,Dr. Carlynn Klossek,Greensboro,North Carolina,27404,+1 336 287 3027,2.4,21,medical,Obstetrician,FALSE,2.4
D30805-001,Dr. Tracey Laxston,Pueblo,Colorado,81015,+1 719 881 9693,1.6,31,medical,Nurse,FALSE,3.4
D53746-219,Dr. Lester Dominguez,Reno,Nevada,89510,+1 775 794 4166,2.9,5,medical,Pulmonary,TRUE,2
D60505-3245,Dr. Ivan Pepye,Washington,District of Columbia,20029,+1 202 866 6518,3.7,46,medical,Urologist,FALSE,2.3
D59973-003,Dr. Karisa Naldrett,Buffalo,New York,14263,+1 716 304 3697,2,44,medical,Allergist,FALSE,1.8
D0113-2054,Dr. Lolita Orcott,Pittsburgh,Pennsylvania,15230,+1 412 714 3794,1.2,47,medical,Cardiologist,FALSE,2.3
D58411-144,Dr. Boonie Harkes,Tampa,Florida,33686,+1 813 668 2230,4.1,27,medical,Hematologist,FALSE,2.5
D64616-079,Dr. Madlen Matresse,Dallas,Texas,75392,+1 214 818 4661,3.2,46,medical,Obstetrician,TRUE,3.8
D55154-9434,Dr. Giraldo Josupeit,Merrifield,Virginia,22119,+1 571 435 4979,1.8,44,medical,Medicine,FALSE,2
D64679-171,Dr. Artemis Daily,Cincinnati,Ohio,45264,+1 513 887 0162,4.7,31,medical,Ophthalmologist,TRUE,3.3
D50522-221,Dr. Jessa Peinke,Midland,Texas,79705,+1 432 751 4139,1.1,49,medical,Surgeon,TRUE,1.5
D0052-0272,Dr. Cherrita Greenmon,Lees Summit,Missouri,64082,+1 816 315 5612,3.2,1,medical,Pulmonary,FALSE,3.5
D30698-201,Dr. Pasquale Barnsdale,Birmingham,Alabama,35242,+1 205 555 8991,4.4,18,medical,Allergist,TRUE,3.9
D58118-2529,Dr. Yanaton Meach,Herndon,Virginia,22070,+1 757 116 1884,3,31,medical,Dermatologist,FALSE,3.4
D10337-162,Dr. Gusella Veighey,Tallahassee,Florida,32399,+1 850 188 4341,3.4,22,medical,Oncologist,FALSE,2.8
D53808-0351,Dr. Ive Behrend,Fairbanks,Alaska,99790,+1 907 470 9818,2.4,15,medical,Nurse,FALSE,3.7
D0185-0117,Dr. Desmund Timpany,Austin,Texas,78749,+1 512 523 5340,3.4,43,medical,Medicine,FALSE,2.7
D40046-0045,Dr. Josephina Cod,Louisville,Kentucky,40225,+1 502 722 3336,1.2,1,medical,Pathologist,TRUE,1.1
D0603-2406,Dr. Kleon Stolz,Atlanta,Georgia,31196,+1 404 878 2436,4.9,49,medical,Pulmonary,TRUE,2.7
D60637-008,Dr. Jo-ann Dugan,Charlotte,North Carolina,28215,+1 704 694 4687,1.2,20,medical,Medicine,FALSE,4
D50845-0202,Dr. Valma Dodgshun,Miami,Florida,33153,+1 786 313 8205,4.7,20,medical,Urologist,TRUE,1.4
D0517-3950,Dr. Mickie Willey,Miami,Florida,33147,+1 305 138 1231,1.1,23,medical,Allergist,TRUE,2.3
D61245-116,Dr. Hildegarde Stoakley,San Jose,California,95118,+1 408 873 2985,2.6,2,medical,Dermatologist,FALSE,1.4
D49404-110,Dr. Cy Champerlen,Birmingham,Alabama,35254,+1 205 390 4970,1.2,36,medical,Hematologist,FALSE,2.1
D51079-749,Dr. Estrella Rosewarne,Murfreesboro,Tennessee,37131,+1 615 985 3523,4.7,39,medical,Nurse,TRUE,2.7
D63323-285,Dr. Nani Getcliffe,Honolulu,Hawaii,96815,+1 808 507 7194,4.6,14,medical,Medicine,FALSE,1.8
D36987-3379,Dr. Binny MacCulloch,South Bend,Indiana,46634,+1 574 349 7078,4.2,44,medical,Urologist,TRUE,3.8
D54868-3348,Dr. Guillaume Viall,Charlotte,North Carolina,28284,+1 704 593 7345,3.5,7,medical,Allergist,FALSE,2.4
D67253-182,Dr. Otho Gagie,Springfield,Illinois,62756,+1 217 169 5579,2.3,2,medical,Occupational,TRUE,3.2
D0093-0757,Dr. Jedediah Dennes,Grand Rapids,Michigan,49544,+1 616 840 7841,2.5,16,medical,Medicine,FALSE,3.7
D0068-0021,Dr. Evita Imesen,Garden Grove,California,92645,+1 714 334 8360,1.7,26,medical,Medicine,TRUE,3.3
D36987-1582,Dr. Jermaine Larcombe,Portland,Oregon,97221,+1 503 772 0944,3.8,36,medical,Allergist,FALSE,2.2
D37012-486,Dr. Belicia Ferens,Rochester,New York,14639,+1 585 689 4726,1.1,46,medical,Gastroenterologist,TRUE,1
D0363-0843,Dr. Josey Inman,San Diego,California,92153,+1 619 988 3549,1.6,30,medical,Obstetrician,FALSE,1.3
D0591-3576,Dr. Alyda Sinnatt,Norfolk,Virginia,23551,+1 757 856 2647,4.4,26,medical,Maxillofacial,FALSE,2.5
D11673-250,Dr. Tonye Dulanty,Rochester,New York,14619,+1 585 429 7203,4,19,medical,Surgeon,FALSE,1.3
D0145-0628,Dr. Petunia Marrow,Jersey City,New Jersey,7305,+1 201 633 8542,1.6,3,medical,Pathologist,TRUE,1.2
D63941-052,Dr. Marthena Tonnesen,Chicago,Illinois,60652,+1 773 618 2388,4.8,45,medical,Pulmonary,FALSE,3.7
D52125-540,Dr. Craggy Babar,Erie,Pennsylvania,16565,+1 814 613 4480,4.7,48,medical,Urologist,TRUE,2.2
D42602-002,Dr. Belita Huband,Lexington,Kentucky,40596,+1 859 510 8120,4.3,9,medical,Immunologist,FALSE,3
D10812-536,Dr. Trey Gilbee,Oakland,California,94622,+1 510 858 9313,1.3,35,medical,Dermatologist,FALSE,1.1
D41190-517,Dr. Florencia Maryet,New York City,New York,10079,+1 212 676 2860,2.5,7,medical,Hematologist,FALSE,2.2
D63629-4970,Dr. Lanni Lanfare,Chicago,Illinois,60630,+1 773 918 3296,2.9,34,medical,Nurse,FALSE,1.2
D49349-089,Dr. Paulita Perton,Pittsburgh,Pennsylvania,15225,+1 412 479 0294,3.9,16,medical,Neurosurgeon,FALSE,3
D10586-9106,Dr. Sylas Frobisher,Springfield,Illinois,62711,+1 217 501 5463,1.4,35,medical,Ophthalmologist,FALSE,1.2
D0069-1520,Dr. Alexandrina Jirzik,Van Nuys,California,91411,+1 626 206 7751,3.4,44,medical,Surgeon,TRUE,2.3
D11410-800,Dr. Sarette Emeline,Dallas,Texas,75226,+1 214 467 3416,3.4,48,medical,Allergist,FALSE,2.8
D47781-729,Dr. Guilbert Pandya,Anchorage,Alaska,99599,+1 907 724 9886,4.7,34,medical,Gastroenterologist,TRUE,1.3
D21695-027,Dr. Bernardo Caslake,Miami,Florida,33124,+1 786 993 8352,3.3,14,medical,Hematologist,TRUE,3.3
D13668-001,Dr. Duky Drache,Myrtle Beach,South Carolina,29579,+1 843 741 2022,4.4,32,medical,Obstetrician,TRUE,3.8
D0268-6745,Dr. Renato Burnsyde,Fort Wayne,Indiana,46867,+1 260 303 4357,2.8,22,medical,Maxillofacial,FALSE,1.9
D52533-160,Dr. Kellyann Pattenden,Richmond,Virginia,23242,+1 804 345 8029,1.4,23,medical,Surgeon,TRUE,2.6
D59746-245,Dr. Sutherlan Fairbridge,Temple,Texas,76505,+1 254 825 6736,4.9,2,medical,Pulmonary,TRUE,2.4
D54868-6379,Dr. Kyle Brocket,Austin,Texas,78732,+1 512 750 7360,4.3,35,medical,Allergist,TRUE,2.8
D63323-194,Dr. Arabella Ruffles,Madison,Wisconsin,53779,+1 608 655 1555,2.3,19,medical,Immunologist,FALSE,2.3
D21130-897,Dr. Joscelin Po,Bradenton,Florida,34282,+1 941 428 8431,1.4,6,medical,Occupational,TRUE,3
D35000-711,Dr. Shermie Langtree,New Haven,Connecticut,6510,+1 203 799 6418,4.6,8,medical,Ophthalmologist,TRUE,2.2
D58118-2520,Dr. Onofredo Sigge,Philadelphia,Pennsylvania,19109,+1 610 404 5791,3.7,3,medical,Maxillofacial,FALSE,2.2
D68151-2299,Dr. Vanessa Annetts,Indianapolis,Indiana,46221,+1 317 982 9358,4.7,3,medical,Allergist,TRUE,3.4
D53746-542,Dr. Ker Levine,Houston,Texas,77223,+1 713 186 5465,4.2,35,medical,Neurosurgeon,TRUE,3.9
D0603-5764,Dr. Peirce Klainman,Bellevue,Washington,98008,+1 425 762 0639,4.7,28,medical,Ophthalmologist,FALSE,1.9
D49349-786,Dr. Analise Belchem,Atlanta,Georgia,31119,+1 770 839 4873,1.7,21,medical,Allergist,TRUE,2.9
D43269-900,Dr. Nerti Axtonne,Stamford,Connecticut,6905,+1 203 795 2397,2.7,10,medical,Cardiologist,FALSE,3.3
D10812-413,Dr. Demetris Simeone,San Jose,California,95173,+1 408 322 9009,3.1,7,medical,Nurse,TRUE,1.1
D76420-795,Dr. Alisha Woolland,Minneapolis,Minnesota,55412,+1 763 321 5902,2.3,34,medical,Occupational,FALSE,2
D52083-679,Dr. Filberte MacCaughen,New York City,New York,10079,+1 212 143 5147,3.3,48,medical,Surgeon,FALSE,2.5
D50268-330,Dr. Karrah Glasscoo,El Paso,Texas,88569,+1 915 694 8187,4.2,13,medical,Pathologist,TRUE,1.8
D43063-241,Dr. Shanon Snelle,Oklahoma City,Oklahoma,73135,+1 405 785 4808,4.1,17,medical,Gastroenterologist,TRUE,2.1
D34645-4059,Dr. Sissie Piel,Chicago,Illinois,60641,+1 773 831 3006,2.3,19,medical,Hematologist,FALSE,3.9
D0378-3360,Dr. Dominik Pillman,Saginaw,Michigan,48604,+1 989 401 9422,2.3,44,medical,Oncologist,FALSE,3.4
D18754-061,Dr. Schuyler Liversley,Atlanta,Georgia,30340,+1 770 168 0063,3.1,1,medical,Occupational,FALSE,1.4
D0703-0045,Dr. Franky Ogle,Grand Rapids,Michigan,49560,+1 616 376 1296,1.1,44,medical,Surgeon,FALSE,2.6
D46672-645,Dr. Terrill McDirmid,Orlando,Florida,32891,+1 407 105 1055,1.7,27,medical,Pathologist,FALSE,2.9
D66096-113,Dr. Myrtle Limmer,Norfolk,Virginia,23551,+1 757 762 1486,1.6,40,medical,Medicine,TRUE,1.9
D11527-052,Dr. Pia McAnalley,Omaha,Nebraska,68110,+1 402 680 0517,1.4,19,medical,Neurosurgeon,FALSE,3.6
D13668-120,Dr. Maddy Warcup,Richmond,Virginia,23208,+1 804 837 3680,4.2,1,medical,Occupational,FALSE,2.1
D60681-1003,Dr. Benny Rahill,Indianapolis,Indiana,46278,+1 317 299 0847,2.5,42,medical,Ophthalmologist,TRUE,1.5
D43063-244,Dr. Malissa Cosgrove,Wichita,Kansas,67230,+1 316 279 2852,2.4,31,medical,Urologist,TRUE,1.3
D0603-0648,Dr. Zitella Bloyes,Saint Louis,Missouri,63158,+1 314 476 9209,1.6,9,medical,Occupational,TRUE,3.3
D36800-308,Dr. Powell Taree,Marietta,Georgia,30066,+1 770 748 1632,1.2,3,medical,Maxillofacial,TRUE,1.7
D65044-2052,Dr. Mayor Wraxall,Washington,District of Columbia,20220,+1 202 743 7861,4.3,20,medical,Surgeon,FALSE,3.2
D17156-611,Dr. Allyn Carletti,Greensboro,North Carolina,27425,+1 336 487 2397,1.5,15,medical,Pathologist,FALSE,2.1
D68387-166,Dr. Marieann Runcieman,Charleston,West Virginia,25313,+1 304 401 8689,2.8,8,medical,Gastroenterologist,TRUE,1.6
D67457-479,Dr. Loni Morais,Washington,District of Columbia,20299,+1 202 711 2698,1.3,48,medical,Oncologist,TRUE,2.9
D21695-450,Dr. Arielle Gabbott,Fresno,California,93721,+1 209 428 5693,3.1,37,medical,Occupational,TRUE,3
D76015-200,Dr. Sauveur Lethem,Fayetteville,North Carolina,28314,+1 910 477 6850,4.4,49,medical,Ophthalmologist,TRUE,3.3
D63629-3328,Dr. Mignon Appleby,Erie,Pennsylvania,16510,+1 814 919 1505,2.3,21,medical,Maxillofacial,TRUE,1.6
D68327-006,Dr. Demetris Michelle,Philadelphia,Pennsylvania,19141,+1 215 103 3764,2.9,50,medical,Surgeon,FALSE,2.4
D51004-1098,Dr. Nolana Comberbach,Phoenix,Arizona,85025,+1 928 394 9887,1.7,45,medical,Neurosurgeon,TRUE,3.6
D42821-001,Dr. Morganne Reford,Dallas,Texas,75277,+1 214 385 7980,5,37,medical,Pulmonary,TRUE,2.3
D11716-0001,Dr. Quintin Merton,El Paso,Texas,79945,+1 915 443 7486,1,41,medical,Immunologist,FALSE,1.3
D69152-0055,Dr. Nickie Jewer,Detroit,Michigan,48232,+1 313 765 3074,4.2,35,medical,Dermatologist,TRUE,3
D60429-080,Dr. Deedee Tupp,Durham,North Carolina,27710,+1 919 967 1638,2.3,2,medical,Occupational,FALSE,3.9
D49288-0914,Dr. Celinda Climar,Waco,Texas,76711,+1 254 799 3076,3.4,39,medical,Surgeon,FALSE,3.9
D55154-2305,Dr. Garey Lewington,Baltimore,Maryland,21281,+1 410 635 2652,3.8,10,medical,Dermatologist,TRUE,3.4
D43742-0513,Dr. Martino Reyes,Muskegon,Michigan,49444,+1 231 135 6405,4.7,17,medical,Hematologist,TRUE,2.3
D21695-197,Dr. Adelaida Bestman,Evansville,Indiana,47719,+1 812 559 2320,1.7,38,medical,Pulmonary,FALSE,1.7
D40051-123,Dr. Caryn Sorey,El Paso,Texas,79940,+1 915 589 2621,2.7,16,medical,Cardiologist,TRUE,3.1
D49288-0264,Dr. Barri Mabbott,Fort Worth,Texas,76121,+1 817 395 2543,4.4,23,medical,Dermatologist,TRUE,1.9
D64762-862,Dr. Maurizio Prickett,Fort Wayne,Indiana,46862,+1 260 867 8378,2.1,17,medical,Hematologist,TRUE,2.3
D0206-8855,Dr. Chad Stockey,Oakland,California,94622,+1 510 685 1933,2.6,6,medical,Oncologist,FALSE,1.3
D0904-6279,Dr. Melony Lindenberg,Baltimore,Maryland,21239,+1 410 143 1044,4.1,3,medical,Obstetrician,TRUE,2.2
D36987-2565,Dr. Case Bruck,New Orleans,Louisiana,70165,+1 504 720 2768,2.9,30,medical,Nurse,FALSE,1.9
D64778-0394,Dr. Keven Drewry,Tampa,Florida,33647,+1 813 284 0679,3.5,48,medical,Allergist,TRUE,1.3
D36987-1226,Dr. Nathanael Stutt,Canton,Ohio,44705,+1 330 462 5306,3.1,47,medical,Obstetrician,TRUE,2.9
D0378-1809,Dr. Natala Impy,Colorado Springs,Colorado,80925,+1 719 189 4284,4.5,12,medical,Maxillofacial,FALSE,4
D58892-356,Dr. Jodie Cockley,York,Pennsylvania,17405,+1 717 338 3328,3.7,20,medical,Surgeon,TRUE,3.5
D35356-085,Dr. Cooper Ivery,Fairfax,Virginia,22036,+1 571 880 4540,4.4,50,medical,Pulmonary,FALSE,3.8
D0173-0838,Dr. Benedick Olifard,Pinellas Park,Florida,34665,+1 850 358 8239,3.3,38,medical,Hematologist,FALSE,1.7
D59779-105,Dr. Bernete Pizzey,Washington,District of Columbia,20220,+1 202 267 4202,4.1,15,medical,Gastroenterologist,TRUE,1.5
D30142-182,Dr. Gates Hubbucks,San Diego,California,92145,+1 858 757 5594,3.6,48,medical,Neurosurgeon,FALSE,1.9
D37808-524,Dr. Paxon Largen,Carson City,Nevada,89706,+1 775 658 6890,3.6,15,medical,Obstetrician,FALSE,1.9
D68169-0014,Dr. Pamela De Bruijne,Pueblo,Colorado,81015,+1 719 970 1993,3.5,4,medical,Nurse,TRUE,1.6
D76385-100,Dr. Hansiain Yates,San Diego,California,92186,+1 619 877 5137,3.2,15,medical,Occupational,TRUE,2.2
D57520-0790,Dr. Shari de Quesne,Montgomery,Alabama,36119,+1 334 898 7601,2.4,19,medical,Allergist,TRUE,3.4
D27808-030,Dr. Emalia Danilevich,Las Vegas,Nevada,89160,+1 702 791 9082,3.5,21,medical,Cardiologist,TRUE,1.3
D37205-020,Dr. Hermine Lefeuvre,Jacksonville,Florida,32209,+1 904 366 9935,2.1,9,medical,Obstetrician,FALSE,3.4
D68016-115,Dr. Jennica Bramford,New Orleans,Louisiana,70129,+1 504 417 5637,4,29,medical,Occupational,TRUE,3.1
D10237-818,Dr. Carlene Thomason,Anchorage,Alaska,99599,+1 907 240 1435,2.7,30,medical,Medicine,FALSE,3.9
D68788-9433,Dr. Ninnetta Radborn,Houston,Texas,77005,+1 713 182 5771,1.8,10,medical,Maxillofacial,TRUE,1.8
D44087-0004,Dr. Francois Curthoys,Baltimore,Maryland,21290,+1 410 441 1706,1.9,40,medical,Pathologist,FALSE,1.3
D53738-0710,Dr. Doloritas Gilmartin,Cincinnati,Ohio,45264,+1 513 785 4639,4.1,43,medical,Urologist,FALSE,1.3
D68428-136,Dr. Irma Towlson,Saint Joseph,Missouri,64504,+1 816 639 4083,4.4,20,medical,Cardiologist,TRUE,3
D52685-455,Dr. Tuesday Tokell,Charlotte,North Carolina,28235,+1 704 648 4801,3.1,2,medical,Dermatologist,TRUE,1.1
D50685-006,Dr. Sibbie Clerke,Scottsdale,Arizona,85271,+1 480 882 4904,1.8,21,medical,Gastroenterologist,FALSE,1.5
D69133-030,Dr. Galvin Teale,Milwaukee,Wisconsin,53285,+1 414 511 7120,2.6,46,medical,Nurse,TRUE,2.7
D0555-0588,Dr. Bruno Bunting,Miami,Florida,33111,+1 786 546 5799,2.7,3,medical,Ophthalmologist,FALSE,2.5
D43353-035,Dr. Esteban Prene,San Antonio,Texas,78265,+1 210 296 6443,3.2,44,medical,Surgeon,TRUE,2.8
D54569-2765,Dr. Danya Gargett,Huntsville,Alabama,35895,+1 256 162 1318,5,38,medical,Pulmonary,TRUE,1.3
D10191-1873,Dr. Esme Murdoch,Saint Louis,Missouri,63126,+1 314 729 0768,3.6,39,medical,Dermatologist,FALSE,1.5
D61619-864,Dr. Thurston Dreschler,Naples,Florida,33963,+1 239 632 2958,1.5,37,medical,Gastroenterologist,FALSE,2.5
D37808-966,Dr. Jori Leport,Salt Lake City,Utah,84140,+1 801 778 2921,3.4,9,medical,Oncologist,FALSE,3.9
D0603-1491,Dr. Holly MacCard,New Orleans,Louisiana,70154,+1 504 923 3913,4.5,46,medical,Ophthalmologist,FALSE,1.2
D50536-101,Dr. Sadye Jull,Spokane,Washington,99215,+1 509 645 1042,4.3,49,medical,Pulmonary,TRUE,2.2
D65162-316,Dr. Rica Cobson,Punta Gorda,Florida,33982,+1 941 385 2959,4.5,14,medical,Immunologist,TRUE,3.4
D10819-7002,Dr. Donnie Dundin,Orlando,Florida,32830,+1 407 311 4066,5,13,medical,Dermatologist,TRUE,3.1
D0264-1943,Dr. Tanya Whitear,Charlotte,North Carolina,28242,+1 704 522 6710,2.5,37,medical,Neurosurgeon,TRUE,1.2
D55714-2254,Dr. Josee Kalkhoven,Monroe,Louisiana,71213,+1 318 501 2823,4.8,50,medical,Medicine,FALSE,3.9
D41163-076,Dr. Mariya Bedford,Jacksonville,Florida,32259,+1 904 151 3981,2.6,35,medical,Ophthalmologist,FALSE,3.9
D45802-356,Dr. Arlen Fiddymont,Minneapolis,Minnesota,55487,+1 612 264 6086,1.4,46,medical,Maxillofacial,TRUE,1.1
D0615-7678,Dr. Tirrell Loadwick,Des Moines,Iowa,50335,+1 515 167 2553,3.9,18,medical,Urologist,FALSE,2.8
D49349-844,Dr. Vernon Jenno,San Bernardino,California,92415,+1 909 473 1640,2.9,31,medical,Allergist,TRUE,3.3
D41163-763,Dr. Kalindi Van Niekerk,Fort Wayne,Indiana,46805,+1 260 950 3552,1.6,15,medical,Immunologist,FALSE,2.8
D63739-942,Dr. Damien Janecki,Peoria,Illinois,61640,+1 309 629 8967,3.3,38,medical,Nurse,FALSE,3.2
D55316-311,Dr. Kalie Conti,Paterson,New Jersey,7505,+1 862 512 1725,1.4,7,medical,Medicine,FALSE,3.7
D31720-210,Dr. Troy Ferriday,Tallahassee,Florida,32314,+1 850 735 6013,3.9,6,medical,Allergist,TRUE,1.9
D54868-6182,Dr. Nana Nockells,El Paso,Texas,79934,+1 915 127 5023,1.3,44,medical,Cardiologist,FALSE,3
D53499-0490,Dr. Vanna Feavearyear,Albany,New York,12227,+1 518 565 8156,2.3,44,medical,Occupational,TRUE,3.8
D54868-6078,Dr. Lodovico Bente,Indianapolis,Indiana,46266,+1 317 995 0468,4.5,45,medical,Medicine,FALSE,2.9
D36987-1369,Dr. Maighdiln Fawcus,Buffalo,New York,14269,+1 716 395 7036,2.5,6,medical,Surgeon,TRUE,1.3
D54868-5602,Dr. Vin Terzo,Louisville,Kentucky,40220,+1 502 137 6191,3.6,8,medical,Urologist,FALSE,3.2
D66391-0604,Dr. Crawford Self,Houston,Texas,77293,+1 281 522 3586,2.5,42,medical,Allergist,FALSE,1.7
D22840-0037,Dr. Dot Vella,Duluth,Georgia,30096,+1 404 333 6541,1.2,4,medical,Dermatologist,FALSE,3.1
D52371-100,Dr. Sheff Iacovacci,Canton,Ohio,44710,+1 330 307 7865,1.4,30,medical,Neurosurgeon,FALSE,1.4
D10237-720,Dr. Ronnica Moseley,Newark,New Jersey,7112,+1 201 396 8903,1.2,21,medical,Nurse,TRUE,1.8
D13668-281,Dr. Minnnie O'Docherty,Tulsa,Oklahoma,74149,+1 918 844 3729,2.9,1,medical,Medicine,TRUE,1.2
D67544-534,Dr. Forbes McElane,Hialeah,Florida,33018,+1 305 948 1128,2.9,17,medical,Maxillofacial,FALSE,3.2
D49348-443,Dr. Sansone Kreuzer,Montgomery,Alabama,36114,+1 334 844 8572,3.6,41,medical,Urologist,FALSE,1.3
D52125-445,Dr. Kerwinn Renac,Valley Forge,Pennsylvania,19495,+1 484 842 1912,2.8,41,medical,Allergist,TRUE,1.6
D58370-8001,Dr. Ximenes Bredbury,Oakland,California,94660,+1 510 853 4360,3.9,14,medical,Hematologist,TRUE,3.9
